1456,口甜,口甘,脾胃实热,临床表现口中有甜味，干渴欲饮水；多食易饥.或唇舌生疮，大便干，小便黄，舌红苔黄，脉数有力。,辨证提要以口甜兼口干喜饮，便干尿黄，舌红苔黄；脉数有力为辨证要点,理法概要过食辛辣肥甘，滋生内热;或感受六淫邪热，蕴结脾胃，与谷气相搏，气蒸于口为其基本病机。,治宜清热泻火。,泻黄散加味,藿香:10克;栀子:10克;生石膏:20克;黄连:10克;防风:20克;甘草:10克;,TRUE
1457,口甜,口甘,气阴两虚,临床表现口中甜味，食欲不振，口干欲饮不多，神疲乏力.脘腹作胀，大便不调，舌干稍红、苔少，脉细弱。,辨证提要以口甜伴纳少神疲，舌红、少苔，脉细数为辨证要点。,理法概要年老或久病，伤及脾胃，气阴两虚，虚热内生，脾津受灼为其基本病机,治宜健脾和胃养阴。,益胃汤;四君子汤,沙参:10克;麦冬:10克;生地:10克;玉竹:10克;冰糖:10克;党参:10克;白术:10克;茯苓:10克;炙甘草:10克;,TRUE
1458,口臭,口中臭秽,脾胃积热,临床表现口气臭秽，口渴喜饮冷，口唇红赤，或有口糜口疮，牙痛龈肿，便秘溲黄，舌红苔黄.脉数有力.,辨证提要以口臭伴口渴饮冷，口舌生疮，便秘溲黄，苔黄为辨证要点。,理法概要外感内伤，化热化火，蕴积脾胃，气蒸于口为基本病机,治宜清泻脾胃积热。,清胃散加大黄、生石膏,黄连:10克;当归:10克;丹皮:10克;升麻:6克;生地:10克;大黄:6克;生石膏:30克;,TRUE
1459,口臭,口中臭秽,食滞肠胃,临床表现口气酸臭，脘腹满胀，嗳气频作，不思饮食.大便不调，矢气臭秽.舌苔厚腻，脉弦滑。,辨证提要以口气酸臭而有伤食病史，伴见嗳腐食臭，脘腹胀满，舌苔腐腻为辨证要点。,理法概要饮食失节，积滞不化，宿食壅塞肠胃，化腐化臭为其基本病机,治宜消积导滞通腑.,保和丸,山楂:15克;神曲:10克;茯苓:15克;半夏:10克;陈皮:10克;连翘:10克;炒莱菔子:10克;,TRUE
1460,口酸,口中酸味,脾虚木乘,临床表现口中觉酸，或伴呑酸呕苦，或嗳气太息，食少纳呆.食后腹胀，胃脘痞满，体倦乏力，大便溏薄，舌苔白；脉弦细。,辨证提要本证脾虚在先.肝木乘之于后.病本在脾；属虚实夹杂之证，以口酸伴食少腹胀，乏力便溏，嗳气太息，脉弦为辨证要点.,理法概要脾胃虚弱，土虚木乘为基本病机。,治宜扶土抑木，健脾和胃、兼以平肝.,六君子汤;左金丸,党参:10克;白术:10克;茯苓:15克;炙甘草:10克;半夏:10克;陈皮:10克;吴茱萸:3克;黄连:9克;,TRUE
1461,口苦,,肝火犯胃,临床表现口苦口干，心烦易怒.胃脘嘈杂.或胀痛走窜；嗳气太息.舌红苔黄，脉数,辨证提要以口苦口干.心烦易怒.脘痛嘈杂为辨证要点,理法概要肝气郁久化火犯胃为其基本病机.,治宜疏肝泄热和胃,丹栀逍遥散加减,丹皮:10克;栀子:10克;柴胡:10克;白芍:12克;当归:10克;薄荷:8克;生地:8克;茯苓:15克;甘草:5克;,TRUE
1462,口苦,,肝胆郁热,临床表现口苦咽干，心烦急躁，口干欲饮.头痛目赤.胁痛太息，便干溲黄，舌边尖红，苔薄黄，脉弦数.,辨证提要以口苦伴头痛目赤；心烦急躁.溲黄，舌红，脉弦数为辨证要点。,理法概要情志郁结或五志过极，化热化火，蕴郁肝胆.疏泄失职，胆气上溢为基本病机。,治宜清解肝胆郁热。,龙胆泻肝汤,龙胆草:6克;黄芩:10克;栀子:10克;泽泻:12克;木通:9克;车前子:10克;当归:5克;生地:10克;柴胡:6克;生甘草:6克;,TRUE
1463,口腻,口舌粘腻,脾胃湿热,临床表现口腻不爽，口气秽浊，口渴不欲饮，胸膈满闷或脘腹胀满，胃纳减退，大便垢滞，小便黄赤.舌红苔腻.脉濡数,辨证拢要以口腻伴口气秽浊，口渴不欲饮.大便粘滞；小便黄赤，舌红苔黄腻为辨证要点。,理法概要湿热中阻，脾胃气滞，湿热上蒸于口为甚本病机。,治以清热化湿；芳香醒脾,连朴饮加味,厚朴:10克;黄连:6克;石菖蒲:10克;半夏:10克;豆豉:10克;芦根:20克;藿香:10克;茯苓:15克;,TRUE
1464,口腻,口舌粘腻,寒湿困脾,临床表现口腻不渴，不思饮食，胃脘痞闷，倦怠乏力.大便溏薄，小便不利，舌体淡胖，苔腻水滑，脉濡缓。,辨证提要本证患者多素体脾胃虚寒，而以口腻不渴，不思饮食，大便溏，舌淡苔白，脉濡缓为辨证要点。,理法概要素体脾胃虚寒，湿从内生，脾阳被困，运化失司为基本病机。,治宜健脾化湿。,平胃散加味,苍术:15克;厚朴:10克;陈皮:10克;茯苓:15克;桂枝:6克;白术:10克;半夏:10克;炙甘草:5克;,TRUE
1465,口腻,口舌粘腻,痰热内结,临床表现口中粘腻，口渴不欲饮，胸膈满闷，心烦不宁，或咳痰黄稠粘滞，食少纳呆，小便短赤，舌红苔黄腻，脉滑数。,辨证提要本证以口中粘腻伴口渴不欲饮，咳吐黄痰不易咯出，胸膈满闷，心烦不宁，舌红苔黄腻，脉滑数为辨证要点.,理法概要脾虚不运，聚湿生痰.蕴郁化热，或气郁化火，炼津为痰，痰热阻滞为基本病机。,治宜清热化痰。,清气化痰丸,瓜蒌:10克;陈皮:10克;黄芩:10克;杏仁:10克;枳实:10克;茯苓:15克;胆南星:12克;制半夏:10克;,TRUE
1466,口淡,口中乏味,脾胃气虚,临床表现口淡无味，甚者食不知味，不欲饮食，神疲气短乏力，脘痞腹张，舌淡苔白，脉虚弱,辨证提要本证以口淡无味，神疲乏力，舌淡脉弱为辨证要点.,理法概要大病久病之后，脾胃之气虚惫，运化转输失职为基本病机,治宜益气健脾和胃,香砂六君子汤加味,党参:10克;白术:10克;茯苓:10克;甘草:6克;陈皮:9克;半夏:9克;木香:6克;砂仁:5克;焦麦芽:10克;,TRUE
1467,口淡,口中乏味,湿阻中焦,临床表现口淡无味，脘腹胀满、不思饮食.恶心欲吐，肢体沉重，怠惰嗜卧，便溏，舌苔白腻，脉缓,辨证提要本证以口淡伴肢体沉重，怠惰嗜卧，便溏，舌苔白腻，脉缓为辨证要点,理法概要脾运不健.湿浊内生：或外湿入侵脾胃，湿阻中焦为基本病机,治以苏香化湿，健脾和胃,不换金正气散,藿香:10克;半夏:10克;苍术:10克;厚朴:10克;陈皮:10克;甘草:3克;,TRUE
1468,口疮,口破、口疡、口疳,心脾积热,临床表现口腔粘膜有如黄豆大小溃烂点，灼热疼痛，表面多有黄白色分泌物，周围鲜红微肿.心烦失眠，口渴口臭.大便干.小便黄短；舌苔黄.脉滑数。每因饮酒或过食燥热；或情志内伤而诱发或加重。,辨证提要①辨证要点:每因饮酒或过食燥热，七情内伤而诱发加重口疮，局部灼热，疼痛，疮周鲜红.表面有黄白色分泌物。②辨病因:因本证多由过食醇酒、燥热之品或情志内伤所致，故当从病史角度审证求因。③辨心火上炎证：口疮溃疡小、数目多，分布于舌尖、舌边及舌腹部，色鲜红，心烦少眠、小便短赤，舌质红以舌尖为甚，苔黄，脉数。多由邪毒内陷心经，或七情之火內郁，心火亢盛，或小肠有热，循经上攻于心而成。④辨积热伤阴证：口疮表面黄白色分泌物减少，疮周微红微肿，烦躁口干，舌红少苔，脉细数,理法概要心脾积热，循经上炎，熏蒸于口而成口疮,治当清心火泻脾热,泻黄散;导赤散加减,藿香叶:6克;栀子:6克;生石膏:15克;甘草:6克;防风:3克;生地:12克;木通:6克;竹叶:10克;,TRUE
1469,口疮,口破、口疡、口疳,肺胃蕴热,临床表现起病急，口疮数量多，大小不等，表面多黄白色分泌物，疮周红肿或有水疱，常伴有发热头痛，咽喉肿痛，咳嗽口渴，便秘尿黄，舌红苔黄，脉洪数。,辨证提要①辨证要点:起病急，口疮数量多，表面分泌物多色黄，疮周红肿，咽喉肿痛，咳嗽.②辨偏于脾胃伏火口疮:每于过食煎炒辛辣而发，口疮多生于口唇口颊部，兼有口臭，便秘，口燥唇赤，舌红苔黄厚，脉滑数或弦数。③辨偏于肝经郁热口疮:女性多见，口疮数目多，常随情志波动或月经周期而发作、加重，伴有心烦易怒，胸胁、乳房作胀或痛，口干苦，舌尖红，苔黄，脉弦数。,理法概要邪热壅遏于肺胃，循经上蒸，腐灼肌膜，壅滞气血而成疮；,治当清泻肺胃。,凉隔散加减,栀子:12克;黄芩:12克;大黄:15克;芒硝:12克;薄荷:6克;连翘:12克;竹叶:9克;甘草:6克;,TRUE
1470,口疮,口破、口疡、口疳,阴虚火旺,临床表现口疮反复发作，灼热疼痛，疮周红肿不甚明显，口燥咽干，头晕耳鸣，失眠多梦，心悸健忘，腰膝酸痛，手足心热，舌红少苔.脉细数。,辨证提要①辨证要点：口疮反复发作，多生于舌根或舌下，疮周红肿不甚明显，五心烦热。②辨偏于脾阴不足证：口疮以舌缘、唇口底、舌腹多见，口干不欲饮，倦怠无力，食少纳呆，大便头硬后溏，舌红少苔，脉濡数。③辨兼湿热证：口疮红肿，分泌物呈黄浊垢腻，其量较多，热痛较著，反复发作不愈，口燥咽干，舌红少苔，脉细数。,理法概要真阴匮乏，虚火上炎而致口疮,治当滋阴降火。,知柏地黄丸加味,知母:12克;黄柏:10克;熟地:25克;山药:18克;山萸肉:12克;丹皮:10克;泽泻:10克;茯苓:12克;天冬:12克麦冬:12克;沙参:12克;玄参:15克;,TRUE
1471,口疮,口破、口疡、口疳,阳虚火浮,临床表现口疮淡而不红，大而深，表面灰白、日久不愈，服凉药则加重，腹胀，纳少，便溏，头晕乏力，面青肢冷，腰膝酸软，舌质淡，苔白，脉沉弱或浮大无力。,辨证提要①辨证要点：口疮日久不愈，淡而不红，疼痛轻微，服凉药则加重。②辨寒湿困脾：口疮四周不红，不甚疼痛，溃疡面色白，四肢不温，身体困重，食少便溏，舌淡苔白腻，脉濡缓,理法概要口疮乃因于脾肾阳虚，无根之火上浮而为,故治宜温补脾肾，敛火止痛。,附子理中汤,党参:10克;甘草:6克;白术:12克;干姜:9克;附子:6克;,TRUE
1472,唇风,驴嘴风、口周皮炎、唇瞤,胃经湿热,临床表现唇部灼热，红肿痒痛，口久破裂流水，嘴唇不时瞷动，口臭，口渴喜冷饮，大便秘结，舌红苔黄腻，脉滑数。,辨证提要①辨证要点:起病迅速，口唇灼热，局部红肿痒痛，口臭口渴。②辨转化：如伤胃阴者，则以唇红干燥，破裂流血，痛如火燎，犹无皮之状，口干少津为临床特征，如兼腑实，则以唇红肿胀，口渴口臭，大便秘结，舌红苔黄为主。,理法概要脾胃素蕴湿热，复受风邪.内外相引，上蒸唇部，发为唇风。,治宜清热利湿，疏风散邪。,双解通圣散加减,荆芥:10克;防风:6克;薄荷:6克;麻黄:3克;连翘:15克;栀子:10克;黄芩:10克;石膏:10克;茵陈:20克;滑石:30克;川芎:10克;当归:10克;白芍:15克;桔梗:6克;甘草:3克;,TRUE
1473,唇风,驴嘴风、口周皮炎、唇瞤,脾经血燥,临床表现唇肿燥裂，流水，流血，痛如火燎，犹如无皮之状，脱屑结痂。小便短赤，舌干红少津、少苔，脉细数,辨证提要①辨证要点：口唇燥裂，反复发作，脱屑结痂，痛如火燎。②辨病程:脾经血燥者，起病缓慢，反复发作，缠绵难愈,理法概要热邪蕴结脾经血分，上蒸口唇，灼伤肌膜而发病。,治宜清热凉血润燥。,四味消风饮加味,柴胡:10克;黄芩:10克;当归:12克;川芎:6克;生地:30克;赤芍:15克;甘草:5克;荆芥:30克;薄荷:6克;,TRUE
1474,齿衄,牙宣,胃火炽盛,临床表现齿衄血量多，色紫红，齿龈红肿疼痛，口渴喜冷饮，口臭，大便秘结，小便短黄，舌质红绛，舌苔黄，脉象洪数或滑数。,辨证提要①辨证要点:起病急，病程短，出血量多，色紫红或鲜红.口臭而渴。②辨病因:因饮酒无度，过食辛辣而致胃火炽盛者，细问病史可知。性情郁怒，肝郁化火者.常见急躁易怒、胁痛口苦之兼证。③辨病势:胃火炽盛，日久易伤及肾阴，伴有腰酸耳鸣，五心烦热等症。,理法概要胃中热盛，循经上炎，迫血妄行而为衄血,治宜清胃泻火，凉血止血。,加味清胃散,水牛角（犀角）:30克（冲）;生地:20克;丹皮:15克;当归:10克;黄连:9克;连翘:12克;升麻:9克;生甘草:3克;,TRUE
1475,齿衄,牙宣,阴虚火旺,临床表现齿龈时时渗血，齿摇不坚，疼痛不甚，口燥咽干，耳鸣，失眠多梦.潮热盗汗.腰膝酸软，舌质光红或少苔而干，脉细数无力.,辨证提要①辨证要点:发病缓，病程长，齿龈渗血.龈摇但痛不甚，耳鸣腰酸。②辨体质：多为阴虚之体，复因劳欲过度，或失血耗液等因素而发病。③辨病势：肾阴不足，日久不愈，肾水不养肝木，可致肝肾阴虚，虚火上炎，但以肾阴不足为主，常伴有急躁易怒，口苦胁痛，脉弦细数等症。肾阴不足，阴损及阳，而致肾阳不足，虚火上浮，扰动脉络而致齿衄者，可兼畏寒，四肢欠温，腰膝酸冷等症状。,理法槪要肾阴不足，虚火上炎，灼伤脉络，致使齿衄,治当滋阴降火，凉血止血。,知柏地黄汤加味,熟地:24克;山药:12克;山萸肉:12克;茯苓:9克;泽泻:9克;丹皮:9克;知母:9克;黄柏:9克;白茅根:15克;藕节:15克;,TRUE
1476,齿衄,牙宣,脾不统血,临床表现齿衄量不多.色淡红，面色晄白，头晕目眩，纳少，口淡乏味，心悸，神疲乏力，舌淡红.脉虚细,辨证提要①辨证要点:发病缓，病程长，齿衄色淡，食少纳呆，便溏。②辨病势:脾气虚弱，气血生化乏源，五脏之精不能归于肾.終成脾肾气虚.但以脾气虚为主，常兼见腰膝酸软等症状。,理法概要本证以脾气虚弱，血失所摄，而溢出脉外为病机，用药时应健脾而不呆滞，切忌用苦寒败胃之品。,治以健脾益气摄血为法,归脾汤加减,白术:15克;茯神:15克;龙眼肉:15克;枣仁:15克;黄芪:15克;人参:9克;木香:9克;当归:9克;远志:12克;炙甘草:9克;生姜:3片;大枣:3枚;,TRUE
1477,梅核气,咽异感症、咽部神经官能症、咽癔症、癔球,脾胃虚弱,临床表现咽中如有物梗阻，咯之不出，吞之不下；腹胀纳差，暧气泛恶，倦怠乏力，大便溏薄，两胁胀满，面色萎黄，形体消瘦，舌质淡，体胖大，苔薄白或白腻，脉弦细,辨证提要①辨证要点上本证以咽中如有物梗阻，腹胀纳差，胸闷气短，大便溏薄、面色萎黄，两胁胀满为要点，②辨病程:脾胃虚弱所致梅核气，临床上形成此病机需有一过程。多在脾虚基础上，因虚致实.土壅木郁.痰气交阻.形成本虚标实之证，才可发病，故病程较其他证相对要长。,理法概要脾胃虚弱之梅核气，主要由于饮食不节，劳倦过度，损伤脾胃，脾失健运，水湿内停，聚湿生痰.痰湿阻滞.土壅木郁.痰气交阻，结于咽喉所致,治宜健脾益气，开郁化痰。,四君子汤;半夏厚朴汤加减,党参:10克;白术:10克;茯苓:15克;橘红:10克;半夏:10克;厚朴:10克;紫苏:10克;郁金:10克;香附:10克;桔梗:10克;山豆根:10克;牛蒡子:10克;甘草:3克;,TRUE
1478,梅核气,咽异感症、咽部神经官能症、咽癔症、癔球,肝气郁结,临床表现咽中有异物感，吐之不出，咽之不下，胁肋胀痛，胸脘满闷，善太息，心烦易怒.失眼梦多，妇女月经不调，症状每因情绪变化面增减，舌苔薄白，脉弦。,辨证提要①辨证要点：本证以咽中有异物感，胁肋张痛，胸脘满闷.善作太息，症状轻重与情志变化有关为要点。②辨病因：本证由七情所伤导致，主要责于肝郁气滞，横逆乘脾，肝脾失调渐致痰气搏结而成。③辨类证:本证应与脾胃虚弱所致梅核气相区别.因脾胃虚弱证.多因饮食不节，劳倦内伤所致，脾虚在先，多屈虚证。日久不愈，渐致脾虚肝郁，痰气交阻而发为本病，而肝气郁结证，多因暴怒伤肝，情志抑郁所致，肝郁在先，多属实证。进而肝气乘脾，肝脾失调，痰气搏结，即发为本病。,理法概要肝气郁结之梅核气，主要由情志不遂.精神抑郁，致肝失条达，气机郁滞，木郁克上，肝气横逆乘脾，肝脾失调，痰气搏结，聚于咽喉而发为本病。,治宜疏肝解郁，理脾祛痰,柴胡疏肝散;四七汤加减,柴胡:6克;陈皮:12克;香附:10克;白芍:15克;枳壳:10克;川芎:8克;半夏:10克;厚朴:10克;茯苓:15克;苏叶:10克;桔梗:10克;牛蒡子:10克;生姜:5克;甘草:3克;,TRUE
1479,梅核气,咽异感症、咽部神经官能症、咽癔症、癔球,肺胃阴虚,临床表现咽干少津，喉似物梗，唇燥口渴，干咳少痰，胃脘灼热，食欲不振，大便干结，每因语言多或食剌激性食物而加重，舌红少津，脉细数.,辨证提要①辨证要点:本证以喉似物梗，咽干少津，唇燥口渴，干咳少痰，大便干结为要点。②辨体质:本证为虚中挟实之证，发病缓，多有脾虚病史，一般形体较瘦弱③辨病程:本证多因脾虚日久，脾不为胃行其津液，或热病后期；或过服温燥药物，导致肺胃阴虚，久则火热炎上，气血结于咽喉而发病，故病程较长.,理法概要素体脾虚，脾不为胃行其津液，或过服温燥之品，胃阴不足，虚热内生，胃火灼金，肺胃阴虚，火热炎上，气血壅结咽喉而发为本病,治宜滋阴降火，清利咽喉.,沙参麦冬汤;桔梗汤加减,辽沙参:15克;麦冬:15克;玉竹:12克;花粉:12克;桑叶:10克;生扁豆:15克;桔梗:10克;甘草:5克;射干:10克;山豆根:10克;,TRUE
1480,噎膈,,痰气交阻,临床表现吞咽梗阻，胸膈痞满，嗳气，或呃逆，精神郁闷，或呕吐痰诞，大便不畅.舌淡红苔薄腻，脉弦滑.,辨证提要①辨证要点:噎膈初起精神郁闷，吞咽梗阻，胸膈痞塞，嗳气，苔腻。②辨诱因：因忧思暴怒者，多有情志内伤病史，每兼精神抑郁.情绪不宁，胁肋胀痛；因感受外邪者，多有外感病史，每兼头痛.胸中烦闷，或兼恶寒发热等证。,理法概要痰气交阻之噎膈，其主要病机是痰气互阻于胸膈、食道,故治宜理气化痰。,启膈散加味,全瓜萎:30克;郁金:15克;砂仁壳:10克;香附:15克;川贝:10克;姜半夏:12克;荷叶蒂:l0克;杵头糠:15克;沙参:12克;茯苓:15克;丹参:15克;制南星:20克;海藻:30克;昆布:15克;生熟薏苡仁:30克;,TRUE
1481,噎膈,,气滞血瘀,临床表现吞咽梗阻，胸膈疼痛；食不能下，腹胀.甚则滴水难下，进食即吐，大便坚硬如羊屎，或吐下如赤豆汁，或便血，面色灰黯，形体羸弱.肌肤甲错，舌质紫暗少津或舌面有瘀点瘀斑，舌下脉络粗暗，脉细涩,辨证提要①辨证要点:吞咽困难，痛有定处（表现为吞咽疼痛、胸背或剑突部疼痛），肌肤甲错，形体消瘦，舌质紫暗。②辨兼挟证:兼痰阻者.泛吐粘痰，舌苔白腻;兼郁热者，口燥咽干，心中烦热，小便短赤；日久正虚者，少气懒言，头晕目眩，大便干结、坚如羊屎。,理法概要本证病机是气机不畅，瘀血阻于食道,故治宜理气活血，化瘀散结。,桃仁红花煎加减,丹参:30克;桃仁:15克;红花:10克;制香附:15克;元胡:15克;青皮:9克;川芎:10克;生地:15克;急性子:20克;菝葜:30克;威灵仙:15克;白花蛇舌草:30克;八月扎:30克;,TRUE
1482,噎膈,,阴津亏乏,临床表现吞咽梗涩，饮水可下，食物难进，形体消瘦，肌肤枯燥，口干咽燥，欲饮冷水，五心烦热，或潮热盗汗，性情急躁，大便干结，舌红而干，或有裂纹.少苔，脉弦细而数。,辨证提要①辨证要点：吞咽梗涩.口干咽燥，五心烦热，脉细数.②辨病因：阴津亏乏，有气郁化火伤津;恣食辛辣炙煿伤津;热病后伤津;以及素体肾阴不足所致，应追溯病史、兼证辨析之。③辨虚实夹杂：阴津亏乏，胃肠失润.传化涩迟，易挟食滞;或阴不制阳，燥热内生，而挟燥热。挟食滞者多脘腹痞闷胀满，暧气厌食，舌苔厚腻;挟燥热者多口渴饮冷，口气觉热，小便短赤，舌苔黄干。,理法概要本证主要病机是阴津不足，食道失于濡润而干涩,治宜滋养阴津，润燥畅膈。,六味地黄汤;五汁安中饮加减,生地:12克;生山药:30克;山茱萸:15克;丹皮:10克;泽泻:10克;茯苓:10克;韭汁:10克;牛乳:30克;生姜汁:6克;梨汁:12克;藕汁:10克;生薏苡仁:30~60克;天冬:15克;枸杞子:15克;山海螺:30克;白花蛇舌草:30克;女贞子:30克;,TRUE
1483,噎膈,,气虚阳微,临床表现久噎不已，吞咽受阻，饮食不下，面色苍白，精神疲惫，形寒气短；泛吐涎沫，面浮足肿，腹胀，舌质淡胖苔薄白，脉细弱或沉细,辨证提要①辨证要点:噎膈日久，面色苍白，精神疲惫，形寒气短，舌质淡苔白，脉细弱。②辨虚实夹杂:气虚阳微，温化失权，气不化津则为痰，气不行血则为瘀，故易兼挟痰、挟瘀等证.挟痰者泛吐痰涎，胸膈痞满，舌苔白腻;挟瘀者胸膈疼痛，固定不移，舌暗红，舌面有瘀点或瘀斑,理法概要本证主要病机是因气虚阳微，不能受纳和运化食物，浊气上逆所致,治宜补气温阳，佐以降逆和胃。,理中汤加味,西洋参:10克（另炖）;焦白术:15克;干姜:10克;炙甘草:6克;茯苓:15克;姜半夏:10克;砂仁:10克;丹参:20克;炙黄芪:30克;制附片:10克;补骨脂:15克;猪苓:30克;白花蛇舌草:30克;菝葜:30克;,TRUE
1484,呃逆,打嗝,外邪犯胃,临床表现突然呃逆.兼见发热恶寒，头痛无汗；舌苔薄白，脉浮紧。,辨证提要①辨证要点:无明显病史，突然呃逆，同时伴有外感表证。②辨病因：若卒感外邪，复伤饮食.则易见脘腹胀满，厌食等证。,理法概要本证由外邪犯胃，胃失和降，气逆动膈所致。,治宜疏散风寒，和肾降逆,藿香正气散加减,藿香:15克;紫苏:10克;厚朴:10克;半夏:6克;陈皮:10克;茯苓:15克;大腹皮:10克;炙甘草:6克;吴茱萸:6克;丁香:6克;,TRUE
1485,呃逆,打嗝,饮食停滞,临床表现呃声有力，腹胀满或呕吐、嗳气厌食.舌苔厚腻，脉滑。,辨证提要①辨证要点:有饮食过多史，症见嗳气厌食，呃逆有力。②辨病因：饮食所伤有伤饮、伤酒、伤肉、伤米面、伤生冷的不同.应注意询问。③辨病程:新病多实，久病常实中挟虚，兼见脾虚湿困之象。④辨体质:素体强壮之人发生本证.多与暴食有关，系纯实证;素体脾胃虚弱之人，偶饮食不慎，亦易发生此证，此为虚实错杂证。,理法概要饮食停滞，气机受阻，胃失和降.气逆动膈.则呃逆由生,治当消食导滞，和胃降逆。,保和丸加减,神曲:20克;焦山楂:20克;炒莱菔子:10克;鸡内金:10克;半夏:10克;陈皮:10克;刀豆子:20克;,TRUE
1486,呃逆,打嗝,胃中寒冷,临床表现呃声沉缓有力，遇寒甚，得热减；胃脘不舒；喜饮热汤，厌食冷物，舌苔白，脉弦紧,辨证提要①辨证要点：发病急骤，呃声沉缓有力，遇寒甚，得热减②辨病因：胃中寒冷有过食生冷、露宿中寒和胃素积寒之别，应审其病史辨析之。②辨体质，素体中阳虚者，最易中寒，但每见面色无华.体倦肢冷，舌淡，脉沉细等虚寒之象。③辨病程：冒中寒冷初起为实.久则伤及中阳，为实中挟虚,理法概要过食生冷或露宿着凉，致寒客胃腑.凝滞气机；胃失和降，气逆动膈，而生呃逆。,治当温中散寒，降逆止呃。,丁香散加味,丁香:10克;柿蒂:6克;良姜:10克;干姜:10克;刀豆子:10克;炙甘草:6克;,TRUE
